Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo,Amount
E_000001,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,756.96,0.0,Sales_Record_DR,756.96
E_000001,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,756.96,Sales_Record_CR,756.96
E_000002,2020-01-01,ACC_COGS,DPT_Ops,447.99,0.0,COGS_Record_DR,447.99
E_000002,2020-01-01,ACC_Inventory,DPT_Ops,0.0,447.99,COGS_Record_CR,447.99
E_000003,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1036.59,Sales_Record_CR,1036.59
E_000003,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1036.59,0.0,Sales_Record_DR,1036.59
E_000004,2020-01-01,ACC_Inventory,DPT_Ops,0.0,490.79,COGS_Record_CR,490.79
E_000004,2020-01-01,ACC_COGS,DPT_Ops,490.79,0.0,COGS_Record_DR,490.79
E_000005,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1471.19,Sales_Record_CR,1471.19
E_000005,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1471.19,0.0,Sales_Record_DR,1471.19
E_000006,2020-01-01,ACC_COGS,DPT_Ops,887.14,0.0,COGS_Record_DR,887.14
E_000006,2020-01-01,ACC_Inventory,DPT_Ops,0.0,887.14,COGS_Record_CR,887.14
E_000007,2020-01-01,ACC_Accounts_Payable,DPT_Admin,0.0,7765.85,Inventory_Purchase_CR,7765.85
E_000007,2020-01-01,ACC_Inventory,DPT_Ops,7765.85,0.0,Inventory_Purchase_DR,7765.85
E_000008,2020-01-01,ACC_Cash,DPT_Admin,0.0,285.81,Travel_Reimburse_CR,285.81
E_000008,2020-01-01,ACC_Travel_Exp,DPT_Sales,285.81,0.0,Travel_Reimburse_DR,285.81
E_000009,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1504.62,Sales_Record_CR,1504.62
E_000009,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1504.62,0.0,Sales_Record_DR,1504.62
E_000010,2020-01-02,ACC_COGS,DPT_Ops,829.96,0.0,COGS_Record_DR,829.96
E_000010,2020-01-02,ACC_Inventory,DPT_Ops,0.0,829.96,COGS_Record_CR,829.96
E_000011,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1087.44,0.0,Sales_Record_DR,1087.44
E_000011,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1087.44,Sales_Record_CR,1087.44
E_000012,2020-01-02,ACC_Inventory,DPT_Ops,0.0,668.57,COGS_Record_CR,668.57
E_000012,2020-01-02,ACC_COGS,DPT_Ops,668.57,0.0,COGS_Record_DR,668.57
E_000013,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,663.03,0.0,Sales_Record_DR,663.03
E_000013,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,663.03,Sales_Record_CR,663.03
E_000014,2020-01-02,ACC_Inventory,DPT_Ops,0.0,309.06,COGS_Record_CR,309.06
E_000014,2020-01-02,ACC_COGS,DPT_Ops,309.06,0.0,COGS_Record_DR,309.06
E_000015,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.64,0.0,Sales_Record_DR,664.64
E_000015,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.64,Sales_Record_CR,664.64
E_000016,2020-01-03,ACC_Inventory,DPT_Ops,0.0,417.16,COGS_Record_CR,417.16
E_000016,2020-01-03,ACC_COGS,DPT_Ops,417.16,0.0,COGS_Record_DR,417.16
E_000017,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.03,0.0,Sales_Record_DR,664.03
E_000017,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.03,Sales_Record_CR,664.03
E_000018,2020-01-03,ACC_COGS,DPT_Ops,333.39,0.0,COGS_Record_DR,333.39
E_000018,2020-01-03,ACC_Inventory,DPT_Ops,0.0,333.39,COGS_Record_CR,333.39
E_000019,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,881.3,Sales_Record_CR,881.3
E_000019,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,881.3,0.0,Sales_Record_DR,881.3
E_000020,2020-01-03,ACC_Inventory,DPT_Ops,0.0,554.38,COGS_Record_CR,554.38
E_000020,2020-01-03,ACC_COGS,DPT_Ops,554.38,0.0,COGS_Record_DR,554.38
E_000021,2020-01-03,ACC_Travel_Exp,DPT_Sales,1021.57,0.0,Travel_Reimburse_DR,1021.57
E_000021,2020-01-03,ACC_Cash,DPT_Admin,0.0,1021.57,Travel_Reimburse_CR,1021.57
E_000022,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,401.27,0.0,Sales_Record_DR,401.27
E_000022,2020-01-04,ACC_Sales_Revenue,DPT_Sales,0.0,401.27,Sales_Record_CR,401.27
E_000023,2020-01-04,ACC_Inventory,DPT_Ops,0.0,233.19,COGS_Record_CR,233.19
E_000023,2020-01-04,ACC_COGS,DPT_Ops,233.19,0.0,COGS_Record_DR,233.19
E_000024,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,638.87,0.0,Sales_Record_DR,638.87
E_000024,2020-01-04,ACC_Sales_Revenue,DPT_Sales,0.0,638.87,Sales_Record_CR,638.87
E_000025,2020-01-04,ACC_COGS,DPT_Ops,343.6,0.0,COGS_Record_DR,343.6
E_000025,2020-01-04,ACC_Inventory,DPT_Ops,0.0,343.6,COGS_Record_CR,343.6
E_000026,2020-01-04,ACC_Cash,DPT_Admin,0.0,675.89,Travel_Reimburse_CR,675.89
E_000026,2020-01-04,ACC_Travel_Exp,DPT_Sales,675.89,0.0,Travel_Reimburse_DR,675.89
E_000027,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,907.15,0.0,Sales_Record_DR,907.15
E_000027,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,907.15,Sales_Record_CR,907.15
E_000028,2020-01-05,ACC_COGS,DPT_Ops,588.58,0.0,COGS_Record_DR,588.58
E_000028,2020-01-05,ACC_Inventory,DPT_Ops,0.0,588.58,COGS_Record_CR,588.58
E_000029,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,556.35,0.0,Sales_Record_DR,556.35
E_000029,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,556.35,Sales_Record_CR,556.35
E_000030,2020-01-05,ACC_Inventory,DPT_Ops,0.0,282.9,COGS_Record_CR,282.9
E_000030,2020-01-05,ACC_COGS,DPT_Ops,282.9,0.0,COGS_Record_DR,282.9
E_000031,2020-01-05,ACC_Accounts_Receivable,DPT_Admin,454.72,0.0,Sales_Record_DR,454.72
E_000031,2020-01-05,ACC_Sales_Revenue,DPT_Sales,0.0,454.72,Sales_Record_CR,454.72
E_000032,2020-01-05,ACC_Inventory,DPT_Ops,0.0,188.14,COGS_Record_CR,188.14
E_000032,2020-01-05,ACC_COGS,DPT_Ops,188.14,0.0,COGS_Record_DR,188.14
E_000033,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,730.92,0.0,Sales_Record_DR,730.92
E_000033,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,730.92,Sales_Record_CR,730.92
E_000034,2020-01-06,ACC_Inventory,DPT_Ops,0.0,479.92,COGS_Record_CR,479.92
E_000034,2020-01-06,ACC_COGS,DPT_Ops,479.92,0.0,COGS_Record_DR,479.92
E_000035,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,821.9,0.0,Sales_Record_DR,821.9
E_000035,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,821.9,Sales_Record_CR,821.9
E_000036,2020-01-06,ACC_COGS,DPT_Ops,397.3,0.0,COGS_Record_DR,397.3
E_000036,2020-01-06,ACC_Inventory,DPT_Ops,0.0,397.3,COGS_Record_CR,397.3
E_000037,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,452.47,Sales_Record_CR,452.47
E_000037,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,452.47,0.0,Sales_Record_DR,452.47
E_000038,2020-01-06,ACC_Inventory,DPT_Ops,0.0,203.07,COGS_Record_CR,203.07
E_000038,2020-01-06,ACC_COGS,DPT_Ops,203.07,0.0,COGS_Record_DR,203.07
E_000039,2020-01-06,ACC_Sales_Revenue,DPT_Sales,0.0,643.46,Sales_Record_CR,643.46
E_000039,2020-01-06,ACC_Accounts_Receivable,DPT_Admin,643.46,0.0,Sales_Record_DR,643.46
E_000040,2020-01-06,ACC_Inventory,DPT_Ops,0.0,308.92,COGS_Record_CR,308.92
E_000040,2020-01-06,ACC_COGS,DPT_Ops,308.92,0.0,COGS_Record_DR,308.92
E_000041,2020-01-06,ACC_Travel_Exp,DPT_Sales,772.92,0.0,Travel_Reimburse_DR,772.92
E_000041,2020-01-06,ACC_Cash,DPT_Admin,0.0,772.92,Travel_Reimburse_CR,772.92
E_000042,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,504.83,0.0,Sales_Record_DR,504.83
E_000042,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,504.83,Sales_Record_CR,504.83
E_000043,2020-01-07,ACC_Inventory,DPT_Ops,0.0,282.82,COGS_Record_CR,282.82
E_000043,2020-01-07,ACC_COGS,DPT_Ops,282.82,0.0,COGS_Record_DR,282.82
E_000044,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,929.73,Sales_Record_CR,929.73
E_000044,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,929.73,0.0,Sales_Record_DR,929.73
E_000045,2020-01-07,ACC_COGS,DPT_Ops,477.73,0.0,COGS_Record_DR,477.73
E_000045,2020-01-07,ACC_Inventory,DPT_Ops,0.0,477.73,COGS_Record_CR,477.73
E_000046,2020-01-07,ACC_Sales_Revenue,DPT_Sales,0.0,629.14,Sales_Record_CR,629.14
E_000046,2020-01-07,ACC_Accounts_Receivable,DPT_Admin,629.14,0.0,Sales_Record_DR,629.14
E_000047,2020-01-07,ACC_COGS,DPT_Ops,356.78,0.0,COGS_Record_DR,356.78
E_000047,2020-01-07,ACC_Inventory,DPT_Ops,0.0,356.78,COGS_Record_CR,356.78
E_000048,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,628.87,0.0,Sales_Record_DR,628.87
E_000048,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,628.87,Sales_Record_CR,628.87
E_000049,2020-01-08,ACC_Inventory,DPT_Ops,0.0,262.1,COGS_Record_CR,262.1
E_000049,2020-01-08,ACC_COGS,DPT_Ops,262.1,0.0,COGS_Record_DR,262.1
E_000050,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,1678.28,0.0,Sales_Record_DR,1678.28
E_000050,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,1678.28,Sales_Record_CR,1678.28
E_000051,2020-01-08,ACC_COGS,DPT_Ops,830.14,0.0,COGS_Record_DR,830.14
E_000051,2020-01-08,ACC_Inventory,DPT_Ops,0.0,830.14,COGS_Record_CR,830.14
E_000052,2020-01-08,ACC_Sales_Revenue,DPT_Sales,0.0,795.69,Sales_Record_CR,795.69
E_000052,2020-01-08,ACC_Accounts_Receivable,DPT_Admin,795.69,0.0,Sales_Record_DR,795.69
E_000053,2020-01-08,ACC_COGS,DPT_Ops,536.25,0.0,COGS_Record_DR,536.25
E_000053,2020-01-08,ACC_Inventory,DPT_Ops,0.0,536.25,COGS_Record_CR,536.25
E_000054,2020-01-08,ACC_Inventory,DPT_Ops,6942.29,0.0,Inventory_Purchase_DR,6942.29
E_000054,2020-01-08,ACC_Accounts_Payable,DPT_Admin,0.0,6942.29,Inventory_Purchase_CR,6942.29
E_000055,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,490.92,0.0,Sales_Record_DR,490.92
E_000055,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,490.92,Sales_Record_CR,490.92
E_000056,2020-01-09,ACC_COGS,DPT_Ops,326.66,0.0,COGS_Record_DR,326.66
E_000056,2020-01-09,ACC_Inventory,DPT_Ops,0.0,326.66,COGS_Record_CR,326.66
E_000057,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,869.71,0.0,Sales_Record_DR,869.71
E_000057,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,869.71,Sales_Record_CR,869.71
E_000058,2020-01-09,ACC_COGS,DPT_Ops,416.99,0.0,COGS_Record_DR,416.99
E_000058,2020-01-09,ACC_Inventory,DPT_Ops,0.0,416.99,COGS_Record_CR,416.99
E_000059,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,365.31,Sales_Record_CR,365.31
E_000059,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,365.31,0.0,Sales_Record_DR,365.31
E_000060,2020-01-09,ACC_COGS,DPT_Ops,205.19,0.0,COGS_Record_DR,205.19
E_000060,2020-01-09,ACC_Inventory,DPT_Ops,0.0,205.19,COGS_Record_CR,205.19
E_000061,2020-01-09,ACC_Accounts_Receivable,DPT_Admin,470.28,0.0,Sales_Record_DR,470.28
E_000061,2020-01-09,ACC_Sales_Revenue,DPT_Sales,0.0,470.28,Sales_Record_CR,470.28
E_000062,2020-01-09,ACC_Inventory,DPT_Ops,0.0,314.78,COGS_Record_CR,314.78
E_000062,2020-01-09,ACC_COGS,DPT_Ops,314.78,0.0,COGS_Record_DR,314.78
E_000063,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,1074.92,0.0,Sales_Record_DR,1074.92
E_000063,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,1074.92,Sales_Record_CR,1074.92
E_000064,2020-01-10,ACC_COGS,DPT_Ops,474.58,0.0,COGS_Record_DR,474.58
E_000064,2020-01-10,ACC_Inventory,DPT_Ops,0.0,474.58,COGS_Record_CR,474.58
E_000065,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,856.76,0.0,Sales_Record_DR,856.76
E_000065,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,856.76,Sales_Record_CR,856.76
E_000066,2020-01-10,ACC_Inventory,DPT_Ops,0.0,354.81,COGS_Record_CR,354.81
E_000066,2020-01-10,ACC_COGS,DPT_Ops,354.81,0.0,COGS_Record_DR,354.81
E_000067,2020-01-10,ACC_Sales_Revenue,DPT_Sales,0.0,763.84,Sales_Record_CR,763.84
E_000067,2020-01-10,ACC_Accounts_Receivable,DPT_Admin,763.84,0.0,Sales_Record_DR,763.84
E_000068,2020-01-10,ACC_Inventory,DPT_Ops,0.0,342.19,COGS_Record_CR,342.19
E_000068,2020-01-10,ACC_COGS,DPT_Ops,342.19,0.0,COGS_Record_DR,342.19
E_000069,2020-01-10,ACC_Cash,DPT_Admin,0.0,476.49,Travel_Reimburse_CR,476.49
E_000069,2020-01-10,ACC_Travel_Exp,DPT_Sales,476.49,0.0,Travel_Reimburse_DR,476.49
E_000070,2020-01-11,ACC_Sales_Revenue,DPT_Sales,0.0,442.84,Sales_Record_CR,442.84
E_000070,2020-01-11,ACC_Accounts_Receivable,DPT_Admin,442.84,0.0,Sales_Record_DR,442.84
E_000071,2020-01-11,ACC_COGS,DPT_Ops,309.47,0.0,COGS_Record_DR,309.47
E_000071,2020-01-11,ACC_Inventory,DPT_Ops,0.0,309.47,COGS_Record_CR,309.47
E_000072,2020-01-11,ACC_Sales_Revenue,DPT_Sales,0.0,599.85,Sales_Record_CR,599.85
E_000072,2020-01-11,ACC_Accounts_Receivable,DPT_Admin,599.85,0.0,Sales_Record_DR,599.85
