Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo
E_000001,2020-01-01,Sales_Revenue,DPT_Sales,0.0,756.96,Sales_Record_CR
E_000001,2020-01-01,Accounts_Receivable,DPT_Admin,756.96,0.0,Sales_Record_DR
E_000002,2020-01-01,Inventory,DPT_Ops,0.0,447.99,COGS_Record_CR
E_000002,2020-01-01,COGS,DPT_Ops,447.99,0.0,COGS_Record_DR
E_000003,2020-01-01,Sales_Revenue,DPT_Sales,0.0,1036.59,Sales_Record_CR
E_000003,2020-01-01,Accounts_Receivable,DPT_Admin,1036.59,0.0,Sales_Record_DR
E_000004,2020-01-01,Inventory,DPT_Ops,0.0,490.79,COGS_Record_CR
E_000004,2020-01-01,COGS,DPT_Ops,490.79,0.0,COGS_Record_DR
E_000005,2020-01-01,Sales_Revenue,DPT_Sales,0.0,1471.19,Sales_Record_CR
E_000005,2020-01-01,Accounts_Receivable,DPT_Admin,1471.19,0.0,Sales_Record_DR
E_000006,2020-01-01,Inventory,DPT_Ops,0.0,887.14,COGS_Record_CR
E_000006,2020-01-01,COGS,DPT_Ops,887.14,0.0,COGS_Record_DR
E_000007,2020-01-01,Accounts_Payable,DPT_Admin,0.0,7765.85,Inventory_Purchase_CR
E_000007,2020-01-01,Inventory,DPT_Ops,7765.85,0.0,Inventory_Purchase_DR
E_000008,2020-01-01,Cash,DPT_Admin,0.0,285.81,Travel_Reimburse_CR
E_000008,2020-01-01,Travel_Exp,DPT_Sales,285.81,0.0,Travel_Reimburse_DR
E_000009,2020-01-02,Sales_Revenue,DPT_Sales,0.0,1504.62,Sales_Record_CR
E_000009,2020-01-02,Accounts_Receivable,DPT_Admin,1504.62,0.0,Sales_Record_DR
E_000010,2020-01-02,Inventory,DPT_Ops,0.0,613.83,COGS_Record_CR
E_000010,2020-01-02,COGS,DPT_Ops,613.83,0.0,COGS_Record_DR
E_000011,2020-01-02,Sales_Revenue,DPT_Sales,0.0,1087.44,Sales_Record_CR
E_000011,2020-01-02,Accounts_Receivable,DPT_Admin,1087.44,0.0,Sales_Record_DR
E_000012,2020-01-02,Inventory,DPT_Ops,0.0,663.77,COGS_Record_CR
E_000012,2020-01-02,COGS,DPT_Ops,663.77,0.0,COGS_Record_DR
E_000013,2020-01-02,Sales_Revenue,DPT_Sales,0.0,663.03,Sales_Record_CR
E_000013,2020-01-02,Accounts_Receivable,DPT_Admin,663.03,0.0,Sales_Record_DR
E_000014,2020-01-02,Inventory,DPT_Ops,0.0,382.42,COGS_Record_CR
E_000014,2020-01-02,COGS,DPT_Ops,382.42,0.0,COGS_Record_DR
E_000015,2020-01-03,Sales_Revenue,DPT_Sales,0.0,664.64,Sales_Record_CR
E_000015,2020-01-03,Accounts_Receivable,DPT_Admin,664.64,0.0,Sales_Record_DR
E_000016,2020-01-03,Inventory,DPT_Ops,0.0,350.12,COGS_Record_CR
E_000016,2020-01-03,COGS,DPT_Ops,350.12,0.0,COGS_Record_DR
E_000017,2020-01-03,Sales_Revenue,DPT_Sales,0.0,664.03,Sales_Record_CR
E_000017,2020-01-03,Accounts_Receivable,DPT_Admin,664.03,0.0,Sales_Record_DR
E_000018,2020-01-03,Inventory,DPT_Ops,0.0,456.29,COGS_Record_CR
E_000018,2020-01-03,COGS,DPT_Ops,456.29,0.0,COGS_Record_DR
E_000019,2020-01-03,Sales_Revenue,DPT_Sales,0.0,881.3,Sales_Record_CR
E_000019,2020-01-03,Accounts_Receivable,DPT_Admin,881.3,0.0,Sales_Record_DR
E_000020,2020-01-03,Inventory,DPT_Ops,0.0,452.97,COGS_Record_CR
