t_idx,time_label,node_idx,node_label,fk_echo_impact
0,2024-01-01T10:00:00,0,Motor_Cortex,36.4885
0,2024-01-01T10:00:00,1,Parietal_Lobe,-35.1337
0,2024-01-01T10:00:00,2,Prefrontal_Cortex,22.4111
0,2024-01-01T10:00:00,3,Temporal_Lobe,-40.5289
0,2024-01-01T10:00:00,4,Visual_Cortex,16.763
1,2024-01-01T10:00:10,0,Motor_Cortex,36.9405
1,2024-01-01T10:00:10,1,Parietal_Lobe,-14.0782
1,2024-01-01T10:00:10,2,Prefrontal_Cortex,-54.0038
1,2024-01-01T10:00:10,3,Temporal_Lobe,29.0866
1,2024-01-01T10:00:10,4,Visual_Cortex,2.0549
2,2024-01-01T10:00:20,0,Motor_Cortex,12.9836
2,2024-01-01T10:00:20,1,Parietal_Lobe,-11.224
2,2024-01-01T10:00:20,2,Prefrontal_Cortex,-57.4676
2,2024-01-01T10:00:20,3,Temporal_Lobe,28.887
2,2024-01-01T10:00:20,4,Visual_Cortex,26.8209
3,2024-01-01T10:00:30,0,Motor_Cortex,45.4923
3,2024-01-01T10:00:30,1,Parietal_Lobe,30.4112
3,2024-01-01T10:00:30,2,Prefrontal_Cortex,-22.5561
3,2024-01-01T10:00:30,3,Temporal_Lobe,8.2649
3,2024-01-01T10:00:30,4,Visual_Cortex,-61.6122
4,2024-01-01T10:00:40,0,Motor_Cortex,-26.1466
4,2024-01-01T10:00:40,1,Parietal_Lobe,10.1853
4,2024-01-01T10:00:40,2,Prefrontal_Cortex,30.3012
4,2024-01-01T10:00:40,3,Temporal_Lobe,13.6466
4,2024-01-01T10:00:40,4,Visual_Cortex,-27.9865
5,2024-01-01T10:00:50,0,Motor_Cortex,-15.6302
5,2024-01-01T10:00:50,1,Parietal_Lobe,-31.7065
5,2024-01-01T10:00:50,2,Prefrontal_Cortex,-21.6743
5,2024-01-01T10:00:50,3,Temporal_Lobe,27.5182
5,2024-01-01T10:00:50,4,Visual_Cortex,41.4928
6,2024-01-01T10:01:00,0,Motor_Cortex,-10.3515
6,2024-01-01T10:01:00,1,Parietal_Lobe,-17.6493
6,2024-01-01T10:01:00,2,Prefrontal_Cortex,39.7161
6,2024-01-01T10:01:00,3,Temporal_Lobe,-14.105
6,2024-01-01T10:01:00,4,Visual_Cortex,2.3897
7,2024-01-01T10:01:10,0,Motor_Cortex,-21.0713
7,2024-01-01T10:01:10,1,Parietal_Lobe,15.6417
7,2024-01-01T10:01:10,2,Prefrontal_Cortex,-47.9934
7,2024-01-01T10:01:10,3,Temporal_Lobe,12.5989
7,2024-01-01T10:01:10,4,Visual_Cortex,40.824
8,2024-01-01T10:01:20,0,Motor_Cortex,11.6415
8,2024-01-01T10:01:20,1,Parietal_Lobe,15.1385
8,2024-01-01T10:01:20,2,Prefrontal_Cortex,-31.1941
8,2024-01-01T10:01:20,3,Temporal_Lobe,15.6756
8,2024-01-01T10:01:20,4,Visual_Cortex,-11.2615
9,2024-01-01T10:01:30,0,Motor_Cortex,42.1662
9,2024-01-01T10:01:30,1,Parietal_Lobe,7.835
9,2024-01-01T10:01:30,2,Prefrontal_Cortex,-64.1796
9,2024-01-01T10:01:30,3,Temporal_Lobe,7.3773
9,2024-01-01T10:01:30,4,Visual_Cortex,6.8012
10,2024-01-01T10:01:40,0,Motor_Cortex,-8.2955
10,2024-01-01T10:01:40,1,Parietal_Lobe,0.1346
10,2024-01-01T10:01:40,2,Prefrontal_Cortex,5.9784
10,2024-01-01T10:01:40,3,Temporal_Lobe,19.6418
10,2024-01-01T10:01:40,4,Visual_Cortex,-17.4594
11,2024-01-01T10:01:50,0,Motor_Cortex,-63.7146
11,2024-01-01T10:01:50,1,Parietal_Lobe,27.3565
11,2024-01-01T10:01:50,2,Prefrontal_Cortex,-46.8498
11,2024-01-01T10:01:50,3,Temporal_Lobe,39.6548
11,2024-01-01T10:01:50,4,Visual_Cortex,43.553
12,2024-01-01T10:02:00,0,Motor_Cortex,-12.9767
12,2024-01-01T10:02:00,1,Parietal_Lobe,-42.2333
12,2024-01-01T10:02:00,2,Prefrontal_Cortex,40.6762
12,2024-01-01T10:02:00,3,Temporal_Lobe,11.938
12,2024-01-01T10:02:00,4,Visual_Cortex,2.5959
13,2024-01-01T10:02:10,0,Motor_Cortex,11.155
13,2024-01-01T10:02:10,1,Parietal_Lobe,34.3896
13,2024-01-01T10:02:10,2,Prefrontal_Cortex,-43.1195
13,2024-01-01T10:02:10,3,Temporal_Lobe,-22.6462
13,2024-01-01T10:02:10,4,Visual_Cortex,20.2211
14,2024-01-01T10:02:20,0,Motor_Cortex,-55.7608
