t_idx,time_label,node_idx,node_label,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
0,2024-01-01 10:00:00,0,00_Motor_Cortex,100063.72,1.9995,0.0,0.0
0,2024-01-01 10:00:00,1,01_Parietal_Lobe,99951.9,1.9999,0.0,0.0
0,2024-01-01 10:00:00,2,02_Prefrontal_Cortex,99933.92,1.9993,0.0,0.0
0,2024-01-01 10:00:00,3,03_Temporal_Lobe,100009.98,1.9996,0.0,0.0
0,2024-01-01 10:00:00,4,04_Visual_Cortex,100040.48,1.9999,0.0,0.0
1,2024-01-01 10:00:10,0,00_Motor_Cortex,100068.83,1.9997,2.555,72.505
1,2024-01-01 10:00:10,1,01_Parietal_Lobe,99931.25,1.9997,10.325,33.655
1,2024-01-01 10:00:10,2,02_Prefrontal_Cortex,99955.24,2.0,10.66,31.98
1,2024-01-01 10:00:10,3,03_Temporal_Lobe,99945.35,1.9999,32.315,-76.295
1,2024-01-01 10:00:10,4,04_Visual_Cortex,100099.33,2.0,29.425,-61.845
2,2024-01-01 10:00:20,0,00_Motor_Cortex,100075.64,1.9998,4.8828,63.7983
2,2024-01-01 10:00:20,1,01_Parietal_Lobe,99921.1,1.9999,12.8153,24.1358
2,2024-01-01 10:00:20,2,02_Prefrontal_Cortex,99976.0,1.9999,17.1796,2.3143
2,2024-01-01 10:00:20,3,03_Temporal_Lobe,99951.4,1.9999,29.1457,-57.5163
2,2024-01-01 10:00:20,4,04_Visual_Cortex,100075.86,1.9999,24.1889,-32.732
3,2024-01-01 10:00:30,0,00_Motor_Cortex,100114.24,1.9999,19.8728,51.5998
3,2024-01-01 10:00:30,1,01_Parietal_Lobe,99869.84,1.9996,30.2187,-0.1294
3,2024-01-01 10:00:30,2,02_Prefrontal_Cortex,100049.66,2.0,43.5839,-66.9556
3,2024-01-01 10:00:30,3,03_Temporal_Lobe,99913.96,1.9998,34.6881,-22.4763
3,2024-01-01 10:00:30,4,04_Visual_Cortex,100052.3,1.9999,22.6005,37.9615
4,2024-01-01 10:00:40,0,00_Motor_Cortex,100096.13,2.0,18.828,83.1093
4,2024-01-01 10:00:40,1,01_Parietal_Lobe,99874.53,1.9997,32.252,15.9896
4,2024-01-01 10:00:40,2,02_Prefrontal_Cortex,100097.62,1.9999,61.4994,-130.2473
4,2024-01-01 10:00:40,3,03_Temporal_Lobe,99877.98,1.9997,43.7721,-41.6111
4,2024-01-01 10:00:40,4,04_Visual_Cortex,100053.74,1.9999,20.898,72.7595
5,2024-01-01 10:00:50,0,00_Motor_Cortex,100048.37,2.0,21.6539,71.3006
5,2024-01-01 10:00:50,1,01_Parietal_Lobe,99890.84,1.9997,30.2713,28.2136
5,2024-01-01 10:00:50,2,02_Prefrontal_Cortex,100090.48,1.9999,65.0167,-145.5131
5,2024-01-01 10:00:50,3,03_Temporal_Lobe,99895.82,2.0,43.1799,-36.3292
5,2024-01-01 10:00:50,4,04_Visual_Cortex,100074.49,1.9996,19.4484,82.3281
6,2024-01-01 10:01:00,0,00_Motor_Cortex,99990.43,1.9998,36.5662,23.5146
6,2024-01-01 10:01:00,1,01_Parietal_Lobe,99843.75,1.9996,35.6199,28.2464
6,2024-01-01 10:01:00,2,02_Prefrontal_Cortex,100131.07,1.9999,72.1963,-154.6359
6,2024-01-01 10:01:00,3,03_Temporal_Lobe,99932.66,1.9999,39.9769,6.4611
6,2024-01-01 10:01:00,4,04_Visual_Cortex,100102.09,1.9999,21.9864,96.4138
7,2024-01-01 10:01:10,0,00_Motor_Cortex,99969.33,1.9997,46.6701,-3.7771
7,2024-01-01 10:01:10,1,01_Parietal_Lobe,99813.86,1.9998,43.3265,12.9412
7,2024-01-01 10:01:10,2,02_Prefrontal_Cortex,100137.95,1.9997,75.8663,-149.7579
7,2024-01-01 10:01:10,3,03_Temporal_Lobe,99994.85,1.9999,42.7114,16.0165
7,2024-01-01 10:01:10,4,04_Visual_Cortex,100084.01,1.9999,20.9992,124.5774
8,2024-01-01 10:01:20,0,00_Motor_Cortex,99960.71,1.9997,52.7585,-25.6375
8,2024-01-01 10:01:20,1,01_Parietal_Lobe,99881.7,1.9999,40.8843,33.7337
8,2024-01-01 10:01:20,2,02_Prefrontal_Cortex,100145.84,1.9999,78.0447,-152.0686
8,2024-01-01 10:01:20,3,03_Temporal_Lobe,99982.5,1.9998,42.4013,26.1485
8,2024-01-01 10:01:20,4,04_Visual_Cortex,100029.25,1.9998,24.0662,117.824
9,2024-01-01 10:01:30,0,00_Motor_Cortex,99963.11,2.0,55.4993,-30.079
9,2024-01-01 10:01:30,1,01_Parietal_Lobe,99882.42,1.9999,38.8058,53.3883
9,2024-01-01 10:01:30,2,02_Prefrontal_Cortex,100142.76,1.9998,78.3303,-144.2342
9,2024-01-01 10:01:30,3,03_Temporal_Lobe,100009.4,1.9997,44.6317,24.2588
9,2024-01-01 10:01:30,4,04_Visual_Cortex,100002.31,1.9999,30.1503,96.666
10,2024-01-01 10:01:40,0,00_Motor_Cortex,99926.17,1.9996,61.481,-44.1693
10,2024-01-01 10:01:40,1,01_Parietal_Lobe,99883.81,1.9995,37.0059,78.2064
10,2024-01-01 10:01:40,2,02_Prefrontal_Cortex,100200.71,1.9999,84.1213,-157.3706
10,2024-01-01 10:01:40,3,03_Temporal_Lobe,100001.54,1.9998,44.9305,38.583
10,2024-01-01 10:01:40,4,04_Visual_Cortex,99987.77,1.9997,35.697,84.7506
11,2024-01-01 10:01:50,0,00_Motor_Cortex,99891.74,1.9998,69.4591,-47.0194
11,2024-01-01 10:01:50,1,01_Parietal_Lobe,99943.51,1.9999,38.8428,106.0621
11,2024-01-01 10:01:50,2,02_Prefrontal_Cortex,100257.78,1.9997,94.5914,-172.681
11,2024-01-01 10:01:50,3,03_Temporal_Lobe,99998.0,1.9998,44.5601,77.4756
11,2024-01-01 10:01:50,4,04_Visual_Cortex,99908.97,1.9999,52.8227,36.1627
12,2024-01-01 10:02:00,0,00_Motor_Cortex,99956.65,1.9997,68.4636,-32.3059
12,2024-01-01 10:02:00,1,01_Parietal_Lobe,99871.81,1.9999,37.6572,121.7262
12,2024-01-01 10:02:00,2,02_Prefrontal_Cortex,100240.99,1.9996,99.0407,-185.1914
12,2024-01-01 10:02:00,3,03_Temporal_Lobe,100008.65,1.9998,44.7741,86.1418
12,2024-01-01 10:02:00,4,04_Visual_Cortex,99921.9,1.9997,60.0766,9.6294
13,2024-01-01 10:02:10,0,00_Motor_Cortex,99975.52,1.9991,66.5552,1.8268
13,2024-01-01 10:02:10,1,01_Parietal_Lobe,99857.96,1.9999,37.1717,148.7442
13,2024-01-01 10:02:10,2,02_Prefrontal_Cortex,100276.17,1.9999,105.1686,-191.2403
13,2024-01-01 10:02:10,3,03_Temporal_Lobe,100052.88,1.9993,48.9337,89.9342
13,2024-01-01 10:02:10,4,04_Visual_Cortex,99837.47,1.9997,76.7735,-49.265
14,2024-01-01 10:02:20,0,00_Motor_Cortex,99875.85,1.9997,72.1634,-10.7237
14,2024-01-01 10:02:20,1,01_Parietal_Lobe,99885.02,1.9998,35.9147,170.5194
14,2024-01-01 10:02:20,2,02_Prefrontal_Cortex,100260.41,1.9995,107.7268,-188.5411
14,2024-01-01 10:02:20,3,03_Temporal_Lobe,100077.92,1.9995,54.4462,77.8619
14,2024-01-01 10:02:20,4,04_Visual_Cortex,99900.8,1.9994,79.8419,-49.1164
15,2024-01-01 10:02:30,0,00_Motor_Cortex,99909.14,2.0,73.1384,-9.767
15,2024-01-01 10:02:30,1,01_Parietal_Lobe,99881.46,1.9997,34.7991,181.9294
15,2024-01-01 10:02:30,2,02_Prefrontal_Cortex,100267.02,1.9995,109.7166,-192.658
15,2024-01-01 10:02:30,3,03_Temporal_Lobe,100050.99,1.9992,55.6876,77.4867
15,2024-01-01 10:02:30,4,04_Visual_Cortex,99891.39,1.9999,82.5832,-56.9911
16,2024-01-01 10:02:40,0,00_Motor_Cortex,99868.49,1.9994,76.7513,-19.57
16,2024-01-01 10:02:40,1,01_Parietal_Lobe,99899.06,1.9995,33.8882,194.7454
16,2024-01-01 10:02:40,2,02_Prefrontal_Cortex,100223.56,1.9988,108.451,-178.0685
16,2024-01-01 10:02:40,3,03_Temporal_Lobe,100106.4,1.9994,61.5017,56.6777
16,2024-01-01 10:02:40,4,04_Visual_Cortex,99902.49,2.0,83.5942,-53.7847
17,2024-01-01 10:02:50,0,00_Motor_Cortex,99839.59,1.9984,81.7378,-36.9301
17,2024-01-01 10:02:50,1,01_Parietal_Lobe,99868.2,1.9974,33.2223,205.6475
17,2024-01-01 10:02:50,2,02_Prefrontal_Cortex,100256.27,1.9981,108.6847,-171.6647
