t_idx,time_label,node_idx,node_label,curvature,density
0,2020-W01,0,USR_001,0.0,13436287.28
0,2020-W01,1,USR_003,0.0,11019096.81
0,2020-W01,2,USR_004,0.0,11787481.75
0,2020-W01,3,USR_005,0.0,8197702.28
0,2020-W01,4,USR_007,0.0,9499781.34
0,2020-W01,5,USR_008,0.0,12866696.92
0,2020-W01,6,USR_009,0.0,10335289.8
0,2020-W01,7,USR_002,0.0,13114765.71
0,2020-W01,8,USR_010,0.0,10891963.77
0,2020-W01,9,USR_006,0.0,7086388.28
0,2020-W01,10,STK_001,0.0,0.0
0,2020-W01,11,STK_002,0.0,0.0
0,2020-W01,12,STK_003,0.0,0.0
0,2020-W01,13,STK_004,0.0,0.0
0,2020-W01,14,STK_005,0.0,0.0
1,2020-W02,0,USR_001,0.0,13236754.81
1,2020-W02,1,USR_003,0.0,15227527.35
1,2020-W02,2,USR_004,0.0,9884801.26
1,2020-W02,3,USR_005,0.0,11627251.4
1,2020-W02,4,USR_007,0.0,9100760.12
1,2020-W02,5,USR_008,0.0,10752763.96
1,2020-W02,6,USR_009,0.0,16332595.04
1,2020-W02,7,USR_002,0.0,12302291.43
1,2020-W02,8,USR_010,0.0,10552298.53
1,2020-W02,9,USR_006,0.0,20889382.58
1,2020-W02,10,STK_001,0.0,0.0
1,2020-W02,11,STK_002,0.0,0.0
1,2020-W02,12,STK_003,0.0,0.0
1,2020-W02,13,STK_004,0.0,0.0
1,2020-W02,14,STK_005,0.0,0.0
2,2020-W03,0,USR_001,14545139.37,14398950.81
2,2020-W03,1,USR_003,1153862.31,14428859.76
2,2020-W03,2,USR_004,15096841.72,20289084.05
2,2020-W03,3,USR_005,2782287.65,17195866.79
2,2020-W03,4,USR_007,2753427.63,24158240.21
2,2020-W03,5,USR_008,2628501.72,9894911.72
2,2020-W03,6,USR_009,3855345.68,16803206.36
2,2020-W03,7,USR_002,15576456.22,6610848.95
2,2020-W03,8,USR_010,3450795.83,24094037.96
2,2020-W03,9,USR_006,5255883.93,12544438.87
2,2020-W03,10,STK_001,0.0,0.0
2,2020-W03,11,STK_002,0.0,0.0
2,2020-W03,12,STK_003,0.0,0.0
2,2020-W03,13,STK_004,0.0,0.0
2,2020-W03,14,STK_005,0.0,0.0
3,2020-W04,0,USR_001,14829228.07,19316957.44
3,2020-W04,1,USR_003,418966.57,7170196.16
3,2020-W04,2,USR_004,19892468.33,17434497.33
3,2020-W04,3,USR_005,8049946.11,13104303.89
3,2020-W04,4,USR_007,6730321.16,12093533.52
3,2020-W04,5,USR_008,4306552.83,7708176.63
3,2020-W04,6,USR_009,7073936.67,15135942.37
3,2020-W04,7,USR_002,8181603.02,15662232.37
3,2020-W04,8,USR_010,1457731.19,11492749.06
3,2020-W04,9,USR_006,659428.01,12647154.43
3,2020-W04,10,STK_001,0.0,0.0
3,2020-W04,11,STK_002,0.0,0.0
3,2020-W04,12,STK_003,0.0,0.0
3,2020-W04,13,STK_004,0.0,0.0
3,2020-W04,14,STK_005,0.0,0.0
4,2020-W05,0,USR_001,7596433.74,24263461.51
4,2020-W05,1,USR_003,162559.87,5365865.17
4,2020-W05,2,USR_004,12576228.73,12947970.88
4,2020-W05,3,USR_005,10277094.26,17667306.79
4,2020-W05,4,USR_007,4209954.11,16776847.26
4,2020-W05,5,USR_008,3394812.91,14951694.21
4,2020-W05,6,USR_009,13011645.2,14543206.88
