Entry_ID,Trans_Date,Account_Name,Dept_Name,Debit,Credit,Memo,Amount
E_000001,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,756.96,Sales_Record_CR,756.96
E_000001,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,756.96,0.0,Sales_Record_DR,756.96
E_000002,2020-01-01,ACC_Inventory,DPT_Ops,0.0,447.99,COGS_Record_CR,447.99
E_000002,2020-01-01,ACC_COGS,DPT_Ops,447.99,0.0,COGS_Record_DR,447.99
E_000003,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1036.59,0.0,Sales_Record_DR,1036.59
E_000003,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1036.59,Sales_Record_CR,1036.59
E_000004,2020-01-01,ACC_Inventory,DPT_Ops,0.0,490.79,COGS_Record_CR,490.79
E_000004,2020-01-01,ACC_COGS,DPT_Ops,490.79,0.0,COGS_Record_DR,490.79
E_000005,2020-01-01,ACC_Accounts_Receivable,DPT_Admin,1471.19,0.0,Sales_Record_DR,1471.19
E_000005,2020-01-01,ACC_Sales_Revenue,DPT_Sales,0.0,1471.19,Sales_Record_CR,1471.19
E_000006,2020-01-01,ACC_Inventory,DPT_Ops,0.0,887.14,COGS_Record_CR,887.14
E_000006,2020-01-01,ACC_COGS,DPT_Ops,887.14,0.0,COGS_Record_DR,887.14
E_000007,2020-01-01,ACC_Inventory,DPT_Ops,7765.85,0.0,Inventory_Purchase_DR,7765.85
E_000007,2020-01-01,ACC_Accounts_Payable,DPT_Admin,0.0,7765.85,Inventory_Purchase_CR,7765.85
E_000008,2020-01-01,ACC_Travel_Exp,DPT_Sales,285.81,0.0,Travel_Reimburse_DR,285.81
E_000008,2020-01-01,ACC_Cash,DPT_Admin,0.0,285.81,Travel_Reimburse_CR,285.81
E_000009,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1504.62,Sales_Record_CR,1504.62
E_000009,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1504.62,0.0,Sales_Record_DR,1504.62
E_000010,2020-01-02,ACC_Inventory,DPT_Ops,0.0,829.96,COGS_Record_CR,829.96
E_000010,2020-01-02,ACC_COGS,DPT_Ops,829.96,0.0,COGS_Record_DR,829.96
E_000011,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,1087.44,Sales_Record_CR,1087.44
E_000011,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,1087.44,0.0,Sales_Record_DR,1087.44
E_000012,2020-01-02,ACC_COGS,DPT_Ops,668.57,0.0,COGS_Record_DR,668.57
E_000012,2020-01-02,ACC_Inventory,DPT_Ops,0.0,668.57,COGS_Record_CR,668.57
E_000013,2020-01-02,ACC_Sales_Revenue,DPT_Sales,0.0,663.03,Sales_Record_CR,663.03
E_000013,2020-01-02,ACC_Accounts_Receivable,DPT_Admin,663.03,0.0,Sales_Record_DR,663.03
E_000014,2020-01-02,ACC_Inventory,DPT_Ops,0.0,309.06,COGS_Record_CR,309.06
E_000014,2020-01-02,ACC_COGS,DPT_Ops,309.06,0.0,COGS_Record_DR,309.06
E_000015,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.64,Sales_Record_CR,664.64
E_000015,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.64,0.0,Sales_Record_DR,664.64
E_000016,2020-01-03,ACC_Inventory,DPT_Ops,0.0,417.16,COGS_Record_CR,417.16
E_000016,2020-01-03,ACC_COGS,DPT_Ops,417.16,0.0,COGS_Record_DR,417.16
E_000017,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,664.03,0.0,Sales_Record_DR,664.03
E_000017,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,664.03,Sales_Record_CR,664.03
E_000018,2020-01-03,ACC_Inventory,DPT_Ops,0.0,333.39,COGS_Record_CR,333.39
E_000018,2020-01-03,ACC_COGS,DPT_Ops,333.39,0.0,COGS_Record_DR,333.39
E_000019,2020-01-03,ACC_Sales_Revenue,DPT_Sales,0.0,881.3,Sales_Record_CR,881.3
E_000019,2020-01-03,ACC_Accounts_Receivable,DPT_Admin,881.3,0.0,Sales_Record_DR,881.3
E_000020,2020-01-03,ACC_Inventory,DPT_Ops,0.0,554.38,COGS_Record_CR,554.38
E_000020,2020-01-03,ACC_COGS,DPT_Ops,554.38,0.0,COGS_Record_DR,554.38
E_000021,2020-01-03,ACC_Travel_Exp,DPT_Sales,1021.57,0.0,Travel_Reimburse_DR,1021.57
E_000021,2020-01-03,ACC_Cash,DPT_Admin,0.0,1021.57,Travel_Reimburse_CR,1021.57
E_000022,2020-01-04,ACC_Accounts_Receivable,DPT_Admin,401.27,0.0,Sales_Record_DR,401.27
