t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
0,2020-W01,0,ACC_Accounts_Payable,25.725,8.5,1,49.99,0.0,0
0,2020-W01,1,ACC_Inventory,18.5,8.5,4,29.0242,4.9344,0
0,2020-W01,2,ACC_Cash,18.5,8.5,3,49.99,0.0,0
0,2020-W01,3,ACC_Travel_Exp,10.0,0.0,0,29.0242,4.9344,2
0,2020-W01,4,ACC_COGS,10.0,0.0,0,22.2746,3.7869,1
0,2020-W01,5,ACC_Sales_Revenue,18.5,8.5,6,49.99,0.0,0
0,2020-W01,6,ACC_Accounts_Receivable,10.0,0.0,0,29.0242,4.9344,5
0,2020-W01,7,ACC_Payroll_Exp,10.0,0.0,0,49.99,0.0,0
0,2020-W01,8,ACC_Rent_Exp,10.0,0.0,0,49.99,0.0,0
0,2020-W01,9,UNKNOWN_LEAK,10.0,0.0,0,49.99,0.0,0
1,2020-W02,0,ACC_Accounts_Payable,25.725,8.5,1,49.99,0.0,0
1,2020-W02,1,ACC_Inventory,18.5,8.5,4,29.0242,4.9344,0
1,2020-W02,2,ACC_Cash,18.5,8.5,3,49.99,0.0,0
1,2020-W02,3,ACC_Travel_Exp,10.0,0.0,0,29.0242,4.9344,2
1,2020-W02,4,ACC_COGS,10.0,0.0,0,22.2746,3.7869,1
1,2020-W02,5,ACC_Sales_Revenue,18.5,8.5,6,49.99,0.0,0
1,2020-W02,6,ACC_Accounts_Receivable,10.0,0.0,0,29.0242,4.9344,5
1,2020-W02,7,ACC_Payroll_Exp,10.0,0.0,0,49.99,0.0,0
1,2020-W02,8,ACC_Rent_Exp,10.0,0.0,0,49.99,0.0,0
1,2020-W02,9,UNKNOWN_LEAK,10.0,0.0,0,49.99,0.0,0
2,2020-W03,0,ACC_Accounts_Payable,25.725,8.5,1,0.0,-12.5905,1
2,2020-W03,1,ACC_Inventory,18.5,8.5,4,0.0001,-24.4468,0
2,2020-W03,2,ACC_Cash,18.5,8.5,3,0.0039,-225.6227,1
