t_idx,time_label,node_idx,node_label,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
0,2024-01-01T10:00:00,0,Motor_Cortex,144.24,1.9995,0.0,0.0
0,2024-01-01T10:00:00,1,Parietal_Lobe,57.24,2.0,0.0,0.0
0,2024-01-01T10:00:00,2,Prefrontal_Cortex,126.98,1.9994,0.0,0.0
0,2024-01-01T10:00:00,3,Temporal_Lobe,51.07,1.9998,0.0,0.0
0,2024-01-01T10:00:00,4,Visual_Cortex,120.47,1.9996,0.0,0.0
1,2024-01-01T10:00:10,0,Motor_Cortex,188.77,1.9998,22.265,-29.155
1,2024-01-01T10:00:10,1,Parietal_Lobe,40.37,1.9999,8.435,39.995
1,2024-01-01T10:00:10,2,Prefrontal_Cortex,61.68,1.9999,32.65,-81.08
1,2024-01-01T10:00:10,3,Temporal_Lobe,86.17,1.9997,17.55,-5.58
1,2024-01-01T10:00:10,4,Visual_Cortex,123.01,1.9997,1.27,75.82
2,2024-01-01T10:00:20,0,Motor_Cortex,204.85,1.9999,25.6365,9.6037
2,2024-01-01T10:00:20,1,Parietal_Lobe,26.61,2.0,12.5261,75.1555
2,2024-01-01T10:00:20,2,Prefrontal_Cortex,7.98,1.9998,55.1068,-137.7478
2,2024-01-01T10:00:20,3,Temporal_Lobe,120.84,1.9997,28.4837,-4.6323
2,2024-01-01T10:00:20,4,Visual_Cortex,155.68,1.9998,16.033,57.6209
3,2024-01-01T10:00:30,0,Motor_Cortex,260.47,1.9997,41.5774,-30.842
3,2024-01-01T10:00:30,1,Parietal_Lobe,63.79,1.9998,14.5471,104.3099
3,2024-01-01T10:00:30,2,Prefrontal_Cortex,35.23,1.9998,63.1353,-138.6311
3,2024-01-01T10:00:30,3,Temporal_Lobe,130.22,1.9999,31.22,20.9454
3,2024-01-01T10:00:30,4,Visual_Cortex,80.75,1.9997,26.5655,44.2178
4,2024-01-01T10:00:40,0,Motor_Cortex,228.78,1.9998,38.9788,-8.3777
4,2024-01-01T10:00:40,1,Parietal_Lobe,76.16,2.0,17.4734,99.1493
4,2024-01-01T10:00:40,2,Prefrontal_Cortex,1.82,1.9997,58.1357,-104.1622
4,2024-01-01T10:00:40,3,Temporal_Lobe,146.49,1.9999,34.2117,15.4575
4,2024-01-01T10:00:40,4,Visual_Cortex,46.75,1.9999,37.7166,-2.0668
5,2024-01-01T10:00:50,0,Motor_Cortex,210.05,2.0,35.6244,7.1589
5,2024-01-01T10:00:50,1,Parietal_Lobe,37.45,1.9998,16.95,100.5306
5,2024-01-01T10:00:50,2,Prefrontal_Cortex,24.47,1.9998,56.7479,-98.4589
5,2024-01-01T10:00:50,3,Temporal_Lobe,179.85,1.9999,41.3923,-21.6806
5,2024-01-01T10:00:50,4,Visual_Cortex,97.12,1.9999,34.5662,12.45
6,2024-01-01T10:01:00,0,Motor_Cortex,197.36,1.9999,33.1263,13.1344
6,2024-01-01T10:01:00,1,Parietal_Lobe,15.83,1.9998,19.7863,79.8343
6,2024-01-01T10:01:00,2,Prefrontal_Cortex,23.83,1.9997,52.5516,-83.9919
6,2024-01-01T10:01:00,3,Temporal_Lobe,162.89,1.9998,41.271,-27.589
6,2024-01-01T10:01:00,4,Visual_Cortex,100.09,1.9998,32.0307,18.6122
7,2024-01-01T10:01:10,0,Motor_Cortex,171.73,1.9994,32.8748,15.7549
7,2024-01-01T10:01:10,1,Parietal_Lobe,34.91,1.9999,18.8277,85.9902
7,2024-01-01T10:01:10,2,Prefrontal_Cortex,34.25,1.9996,52.4375,-82.0589
7,2024-01-01T10:01:10,3,Temporal_Lobe,177.56,1.9998,42.2894,-31.3183
7,2024-01-01T10:01:10,4,Visual_Cortex,150.05,1.9996,33.6993,11.6321
8,2024-01-01T10:01:20,0,Motor_Cortex,185.87,1.9994,31.3469,26.6343
8,2024-01-01T10:01:20,1,Parietal_Lobe,53.24,1.9994,17.9846,93.4457
8,2024-01-01T10:01:20,2,Prefrontal_Cortex,72.09,1.9993,56.3647,-98.4547
8,2024-01-01T10:01:20,3,Temporal_Lobe,196.88,1.9996,44.7983,-40.6228
8,2024-01-01T10:01:20,4,Visual_Cortex,136.1,1.9996,32.8743,18.9975
9,2024-01-01T10:01:30,0,Motor_Cortex,236.9,1.9998,31.8244,40.8902
9,2024-01-01T10:01:30,1,Parietal_Lobe,62.57,2.0,17.8515,110.755
9,2024-01-01T10:01:30,2,Prefrontal_Cortex,149.73,2.0,70.7068,-153.5218
9,2024-01-01T10:01:30,3,Temporal_Lobe,205.9,1.9996,46.9862,-34.9189
9,2024-01-01T10:01:30,4,Visual_Cortex,144.36,1.9999,32.6433,36.7956
10,2024-01-01T10:01:40,0,Motor_Cortex,226.71,1.9998,31.1057,52.5915
10,2024-01-01T10:01:40,1,Parietal_Lobe,62.81,1.9992,17.6307,119.9665
10,2024-01-01T10:01:40,2,Prefrontal_Cortex,142.47,1.9998,77.2958,-178.3587
10,2024-01-01T10:01:40,3,Temporal_Lobe,229.71,2.0,50.883,-46.2948
10,2024-01-01T10:01:40,4,Visual_Cortex,123.24,1.9998,31.2049,52.0955
11,2024-01-01T10:01:50,0,Motor_Cortex,149.94,1.9994,33.4526,69.9673
11,2024-01-01T10:01:50,1,Parietal_Lobe,96.27,1.9993,21.4693,129.8836
11,2024-01-01T10:01:50,2,Prefrontal_Cortex,199.3,1.9999,88.6212,-205.8756
11,2024-01-01T10:01:50,3,Temporal_Lobe,278.03,1.9995,59.6618,-61.0788
11,2024-01-01T10:01:50,4,Visual_Cortex,175.06,1.9999,34.0254,67.1035
12,2024-01-01T10:02:00,0,Motor_Cortex,134.34,1.9999,36.6543,67.2091
12,2024-01-01T10:02:00,1,Parietal_Lobe,44.96,1.9999,20.7189,146.8863
12,2024-01-01T10:02:00,2,Prefrontal_Cortex,149.97,1.9999,90.2561,-200.7999
12,2024-01-01T10:02:00,3,Temporal_Lobe,292.29,1.9999,66.7682,-83.3604
12,2024-01-01T10:02:00,4,Visual_Cortex,178.38,1.9998,36.0831,70.0649
13,2024-01-01T10:02:10,0,Motor_Cortex,147.98,1.9994,37.3714,76.8418
13,2024-01-01T10:02:10,1,Parietal_Lobe,86.57,1.9998,21.891,154.2438
13,2024-01-01T10:02:10,2,Prefrontal_Cortex,202.55,1.9999,95.8371,-215.4863
13,2024-01-01T10:02:10,3,Temporal_Lobe,264.99,1.9997,68.5019,-78.8103
13,2024-01-01T10:02:10,4,Visual_Cortex,203.01,1.9997,40.0976,63.211
14,2024-01-01T10:02:20,0,Motor_Cortex,81.1,1.9995,45.4837,68.2923
14,2024-01-01T10:02:20,1,Parietal_Lobe,53.74,1.9998,21.1491,189.9655
14,2024-01-01T10:02:20,2,Prefrontal_Cortex,227.94,1.9998,101.8916,-213.7471
14,2024-01-01T10:02:20,3,Temporal_Lobe,322.46,1.9993,75.092,-79.7491
14,2024-01-01T10:02:20,4,Visual_Cortex,270.64,1.9995,52.0945,35.2384
15,2024-01-01T10:02:30,0,Motor_Cortex,92.86,1.9997,49.3221,60.6171
15,2024-01-01T10:02:30,1,Parietal_Lobe,60.4,1.9998,20.533,204.5627
15,2024-01-01T10:02:30,2,Prefrontal_Cortex,193.8,1.9992,103.1934,-208.7393
15,2024-01-01T10:02:30,3,Temporal_Lobe,347.83,1.9994,82.1688,-103.6163
15,2024-01-01T10:02:30,4,Visual_Cortex,192.71,1.9999,52.0104,47.1757
16,2024-01-01T10:02:40,0,Motor_Cortex,88.68,1.9998,52.3443,57.8493
16,2024-01-01T10:02:40,1,Parietal_Lobe,47.47,1.999,19.9896,219.6229
16,2024-01-01T10:02:40,2,Prefrontal_Cortex,210.76,1.9995,104.9718,-205.2879
16,2024-01-01T10:02:40,3,Temporal_Lobe,381.47,1.9997,90.4782,-132.8203
16,2024-01-01T10:02:40,4,Visual_Cortex,193.14,1.9991,51.787,60.636
17,2024-01-01T10:02:50,0,Motor_Cortex,45.77,1.9993,58.691,47.7067
17,2024-01-01T10:02:50,1,Parietal_Lobe,52.82,1.9999,19.4287,244.018
17,2024-01-01T10:02:50,2,Prefrontal_Cortex,251.98,1.9998,108.9904,-203.7904
17,2024-01-01T10:02:50,3,Temporal_Lobe,400.88,1.999,98.1721,-149.6988
17,2024-01-01T10:02:50,4,Visual_Cortex,252.51,1.9992,55.8795,61.7645
18,2024-01-01T10:03:00,0,Motor_Cortex,84.4,1.9948,59.9929,57.9422
18,2024-01-01T10:03:00,1,Parietal_Lobe,8.76,1.999,21.4467,250.6732
18,2024-01-01T10:03:00,2,Prefrontal_Cortex,261.89,1.9994,112.5286,-204.7361
18,2024-01-01T10:03:00,3,Temporal_Lobe,423.94,1.9997,105.7678,-170.9319
18,2024-01-01T10:03:00,4,Visual_Cortex,244.79,1.9998,58.1709,67.0525
19,2024-01-01T10:03:10,0,Motor_Cortex,81.83,1.9994,61.0378,67.2204
19,2024-01-01T10:03:10,1,Parietal_Lobe,15.44,1.9996,22.3463,260.6779
19,2024-01-01T10:03:10,2,Prefrontal_Cortex,279.42,1.9994,116.2499,-208.8401
19,2024-01-01T10:03:10,3,Temporal_Lobe,456.42,1.9992,114.1462,-198.322
19,2024-01-01T10:03:10,4,Visual_Cortex,225.73,1.9978,58.6291,79.2638
20,2024-01-01T10:03:20,0,Motor_Cortex,18.0,1.9991,66.624,64.0988
20,2024-01-01T10:03:20,1,Parietal_Lobe,19.03,1.9988,26.2845,265.7965
