t_idx,node_idx,curvature,density
0,0,0.000000,771.3600
0,1,0.000000,797.0000
0,2,0.000000,786.7400
0,3,0.000000,776.2500
0,4,0.000000,779.7300
1,0,0.000000,854.5500
1,1,0.000000,840.8500
1,2,0.000000,856.4200
1,3,0.000000,836.3000
1,4,0.000000,839.5600
2,0,44.260000,830.4200
2,1,38.500000,850.5200
2,2,38.420000,835.4000
2,3,3.330000,852.7800
2,4,47.670000,838.5800
3,0,29.580000,928.6500
3,1,48.400000,890.4500
3,2,17.330000,893.7100
3,3,22.870000,881.9500
3,4,21.380000,891.0400
4,0,6.000000,933.2600
4,1,23.540000,915.2800
4,2,20.940000,889.4000
4,3,30.160000,925.8200
4,4,26.760000,957.0400
5,0,5.930000,939.1200
5,1,32.220000,934.4500
5,2,6.960000,978.3100
5,3,68.510000,955.4200
5,4,49.180000,945.8000
6,0,0.990000,985.1700
6,1,16.110000,987.9300
6,2,7.830000,972.2500
6,3,20.250000,969.0300
6,4,29.520000,970.9800
7,0,7.500000,992.7000
7,1,74.800000,997.3900
7,2,0.260000,986.8500
7,3,48.050000,987.8500
7,4,18.990000,998.5100
8,0,10.960000,1014.1300
8,1,32.660000,1009.6700
8,2,36.170000,1020.2600
8,3,59.690000,1027.0400
8,4,20.100000,1019.6200
9,0,29.380000,1043.0600
9,1,22.500000,1045.5700
9,2,1.780000,1041.3900
9,3,42.300000,1077.1300
9,4,33.640000,1043.9700
10,0,19.150000,1079.9000
10,1,18.370000,1069.2800
10,2,46.240000,1077.5000
10,3,53.130000,1077.0300
10,4,61.850000,1058.7900
11,0,3.220000,1091.2000
11,1,54.370000,1097.4000
11,2,40.940000,1067.9900
11,3,55.650000,1067.8400
11,4,39.000000,1085.5700
12,0,3.950000,1083.7700
12,1,1.280000,1073.0400
12,2,17.130000,1106.2100
12,3,35.430000,1104.8600
12,4,55.230000,1105.4000
13,0,34.200000,1116.1400
13,1,8.520000,1135.5800
13,2,4.520000,1100.5900
13,3,34.010000,1110.3300
13,4,72.210000,1087.1800
14,0,24.460000,1109.5900
14,1,5.640000,1105.6200
14,2,11.010000,1101.6600
14,3,28.860000,1124.8400
14,4,36.670000,1095.1500
15,0,32.210000,1128.7500
15,1,47.610000,1118.8300
15,2,36.920000,1126.8900
15,3,23.120000,1139.1700
15,4,1.600000,1133.1600
16,0,19.880000,1149.9100
16,1,48.910000,1136.0700
16,2,61.330000,1158.2900
16,3,42.030000,1140.2300
16,4,9.730000,1137.3600
17,0,75.170000,1125.2400
17,1,22.340000,1123.2900
17,2,42.970000,1137.6000
17,3,37.850000,1135.2000
17,4,47.710000,1102.1900
18,0,106.550000,1120.0800
18,1,61.690000,1132.6200
18,2,9.210000,1116.1000
18,3,7.460000,1122.9100
18,4,43.110000,1124.3500
19,0,54.030000,1112.8900
19,1,20.860000,1112.0700
19,2,20.790000,1124.3900
19,3,1.410000,1095.4700
19,4,13.790000,1113.8600
20,0,14.450000,1117.5700
20,1,38.340000,1090.9000
20,2,40.980000,1109.4400
20,3,12.170000,1081.4400
20,4,23.980000,1106.7300
21,0,11.200000,1093.4700
21,1,60.930000,1109.1800
21,2,2.400000,1099.3700
21,3,1.380000,1090.5700
21,4,53.510000,1092.0100
22,0,12.130000,1134.0800
22,1,80.050000,1105.3100
22,2,24.810000,1120.7100
22,3,21.640000,1092.9400
22,4,71.090000,1111.3200
23,0,30.050000,1062.6800
23,1,49.930000,1051.6100
23,2,17.300000,1067.0900
23,3,38.980000,1071.1300
23,4,58.300000,1105.9100
24,0,41.430000,1059.6900
24,1,28.180000,1068.0700
24,2,6.640000,1052.1100
24,3,20.970000,1037.0500
24,4,55.280000,1056.3400
25,0,14.450000,1024.3100
25,1,64.520000,1024.9300
25,2,2.130000,1018.5200
25,3,19.830000,1050.4400
25,4,32.370000,1031.9000
26,0,8.080000,1038.4100
26,1,55.230000,1045.3600
26,2,16.210000,1025.1200
26,3,42.320000,1036.4900
26,4,11.380000,1035.8000
27,0,31.420000,1001.8100
27,1,33.120000,1038.3700
27,2,30.550000,1046.1300
27,3,16.930000,1027.0300
27,4,17.060000,1016.1400
